# Trayectoria 2R - Referencias angulares
# Generado: 2025-11-01 23:38:14
# theta1: ángulo eslabón 1 desde horizontal [rad]
# theta2: ángulo relativo eslabón 2 [rad]
time_s,theta1_rad,theta2_rad
29.200000,0.231718,1.440971
29.216667,0.236527,1.437137
29.233333,0.241312,1.433395
29.250000,0.246073,1.429751
29.266667,0.250805,1.426212
29.283333,0.255508,1.422782
29.300000,0.260178,1.419468
29.316667,0.264813,1.416275
29.333333,0.269410,1.413211
29.350000,0.273964,1.410282
29.366667,0.278474,1.407496
29.383333,0.282935,1.404860
29.400000,0.287343,1.402382
29.416667,0.291695,1.400070
29.433333,0.295984,1.397933
29.450000,0.300208,1.395980
29.466667,0.304360,1.394220
29.483333,0.308435,1.392662
29.500000,0.312427,1.391318
29.516667,0.316330,1.390197
29.533333,0.320137,1.389309
29.550000,0.323841,1.388665
29.566667,0.327436,1.388275
29.583333,0.330912,1.388150
29.600000,0.334263,1.388301
29.616667,0.337481,1.388737
29.633333,0.340555,1.389469
29.650000,0.343479,1.390505
29.666667,0.346244,1.391852
29.683333,0.348841,1.393517
29.700000,0.351262,1.395508
29.716667,0.353500,1.397825
29.733333,0.355547,1.400474
29.750000,0.357396,1.403451
29.766667,0.359042,1.406758
29.783333,0.360482,1.410386
29.800000,0.361708,1.414334
29.816667,0.362723,1.418588
29.833333,0.363522,1.423142
29.850000,0.364107,1.427981
29.866667,0.364478,1.433091
29.883333,0.364640,1.438457
29.900000,0.364595,1.444064
29.916667,0.364348,1.449893
29.933333,0.363904,1.455928
29.950000,0.363271,1.462151
29.966667,0.362453,1.468546
29.983333,0.361459,1.475095
30.000000,0.360295,1.481781
30.016667,0.358970,1.488590
30.033333,0.357490,1.495507
30.050000,0.355863,1.502519
30.066667,0.354096,1.509611
30.083333,0.352196,1.516773
30.100000,0.350169,1.523993
30.116667,0.348022,1.531261
30.133333,0.345761,1.538568
30.150000,0.343392,1.545904
30.166667,0.340921,1.553263
30.183333,0.338352,1.560638
30.200000,0.335691,1.568022
30.216667,0.332942,1.575408
30.233333,0.330109,1.582793
30.250000,0.327196,1.590170
30.266667,0.324208,1.597537
30.283333,0.321147,1.604888
30.300000,0.318017,1.612221
30.316667,0.314822,1.619532
30.333333,0.311563,1.626819
30.350000,0.308244,1.634079
30.366667,0.304867,1.641310
30.383333,0.301435,1.648509
30.400000,0.297950,1.655676
30.416667,0.294413,1.662808
30.433333,0.290828,1.669904
30.450000,0.287196,1.676963
30.466667,0.283518,1.683983
30.483333,0.279798,1.690965
30.500000,0.276035,1.697907
30.516667,0.272232,1.704808
30.533333,0.268390,1.711668
30.550000,0.264511,1.718487
30.566667,0.260596,1.725265
30.583333,0.256647,1.732001
30.600000,0.252665,1.738695
30.616667,0.248651,1.745348
30.633333,0.244608,1.751960
30.650000,0.240536,1.758531
30.666667,0.236437,1.765062
30.683333,0.232313,1.771554
30.700000,0.228166,1.778008
30.716667,0.223996,1.784426
30.733333,0.219807,1.790807
30.750000,0.215600,1.797155
30.766667,0.211378,1.803472
30.783333,0.207143,1.809759
30.800000,0.202899,1.816019
30.816667,0.198649,1.822257
30.833333,0.194397,1.828476
30.850000,0.190149,1.834679
30.866667,0.185911,1.840874
30.883333,0.181689,1.847064
30.900000,0.177494,1.853259
30.916667,0.173338,1.859465
30.933333,0.169235,1.865692
30.950000,0.165205,1.871949
30.966667,0.161275,1.878245
30.983333,0.157480,1.884591
31.000000,0.153865,1.890990
31.016667,0.150491,1.897441
31.033333,0.147434,1.903927
31.050000,0.144782,1.910413
31.066667,0.142625,1.916838
31.083333,0.141033,1.923123
31.100000,0.140034,1.929190
31.116667,0.139609,1.934984
31.133333,0.139702,1.940481
31.150000,0.140235,1.945690
31.166667,0.141134,1.950637
31.183333,0.142328,1.955355
31.200000,0.143761,1.959878
31.216667,0.145386,1.964240
31.233333,0.147166,1.968469
31.250000,0.149072,1.972589
31.266667,0.151080,1.976621
31.283333,0.153171,1.980581
31.300000,0.155329,1.984485
31.316667,0.157542,1.988345
31.333333,0.159798,1.992171
31.350000,0.162089,1.995973
31.366667,0.164407,1.999759
31.383333,0.166746,2.003535
31.400000,0.169098,2.007307
31.416667,0.171461,2.011080
31.433333,0.173828,2.014859
31.450000,0.176197,2.018649
31.466667,0.178562,2.022452
31.483333,0.180921,2.026273
31.500000,0.183271,2.030114
31.516667,0.185608,2.033978
31.533333,0.187929,2.037868
31.550000,0.190232,2.041786
31.566667,0.192515,2.045735
31.583333,0.194774,2.049717
31.600000,0.197006,2.053733
31.616667,0.199210,2.057787
31.633333,0.201383,2.061879
31.650000,0.203522,2.066011
31.666667,0.205624,2.070186
31.683333,0.207686,2.074405
31.700000,0.209706,2.078669
31.716667,0.211681,2.082980
31.733333,0.213608,2.087340
31.750000,0.215483,2.091750
31.766667,0.217304,2.096212
31.783333,0.219066,2.100727
31.800000,0.220767,2.105297
31.816667,0.222402,2.109923
31.833333,0.223967,2.114606
31.850000,0.225458,2.119347
31.866667,0.226871,2.124148
31.883333,0.228200,2.129010
31.900000,0.229442,2.133933
31.916667,0.230589,2.138920
31.933333,0.231638,2.143969
31.950000,0.232580,2.149082
31.966667,0.233411,2.154259
31.983333,0.234124,2.159500
32.000000,0.234711,2.164806
32.016667,0.235165,2.170175
32.033333,0.235479,2.175606
32.050000,0.235644,2.181099
32.066667,0.235651,2.186652
32.083333,0.235491,2.192262
32.100000,0.235156,2.197927
32.116667,0.234635,2.203642
32.133333,0.233920,2.209404
32.150000,0.233001,2.215207
32.166667,0.231867,2.221044
32.183333,0.230511,2.226910
32.200000,0.228922,2.232794
32.216667,0.227092,2.238689
32.233333,0.225013,2.244585
32.250000,0.222678,2.250469
32.266667,0.220081,2.256329
32.283333,0.217219,2.262153
32.300000,0.214086,2.267928
32.316667,0.210684,2.273638
32.333333,0.207011,2.279269
32.350000,0.203070,2.284808
32.366667,0.198865,2.290239
32.383333,0.194401,2.295548
32.400000,0.189688,2.300723
32.416667,0.184732,2.305751
32.433333,0.179546,2.310622
32.450000,0.171042,2.317865
32.466667,0.165320,2.322288
32.483333,0.159412,2.326523
32.500000,0.153333,2.330565
32.516667,0.147095,2.334407
32.533333,0.140714,2.338049
32.550000,0.134203,2.341487
32.566667,0.127576,2.344720
32.583333,0.120847,2.347748
32.600000,0.114028,2.350571
32.616667,0.107131,2.353191
32.633333,0.100170,2.355608
32.650000,0.093154,2.357824
32.666667,0.086096,2.359844
32.683333,0.079005,2.361668
32.700000,0.071892,2.363300
32.716667,0.064765,2.364744
32.733333,0.057634,2.366002
32.750000,0.050507,2.367079
32.766667,0.043391,2.367977
32.783333,0.036295,2.368701
32.800000,0.029224,2.369254
32.816667,0.022187,2.369641
32.833333,0.015188,2.369864
32.850000,0.008234,2.369928
32.866667,0.001330,2.369836
32.883333,-0.005520,2.369592
32.900000,-0.012310,2.369201
32.916667,-0.019035,2.368664
32.933333,-0.025693,2.367988
32.950000,-0.032279,2.367174
32.966667,-0.038790,2.366226
32.983333,-0.045224,2.365148
33.000000,-0.051576,2.363944
33.016667,-0.057845,2.362618
33.033333,-0.064029,2.361172
33.050000,-0.070126,2.359610
33.066667,-0.076133,2.357936
33.083333,-0.082051,2.356152
33.100000,-0.087877,2.354264
33.116667,-0.093611,2.352274
33.133333,-0.099253,2.350186
33.150000,-0.104803,2.348003
33.166667,-0.110260,2.345728
33.183333,-0.115625,2.343367
33.200000,-0.120900,2.340922
33.216667,-0.126086,2.338398
33.233333,-0.131184,2.335798
33.250000,-0.136196,2.333128
33.266667,-0.141126,2.330390
33.283333,-0.145976,2.327591
33.300000,-0.150751,2.324736
33.316667,-0.155455,2.321829
33.333333,-0.160094,2.318879
33.350000,-0.164675,2.315891
33.366667,-0.169204,2.312873
33.383333,-0.173693,2.309836
33.400000,-0.178151,2.306789
33.416667,-0.182591,2.303744
33.433333,-0.187030,2.300719
33.450000,-0.191486,2.297730
33.466667,-0.195981,2.294800
33.483333,-0.200543,2.291960
33.500000,-0.205203,2.289244
33.516667,-0.209999,2.286699
33.533333,-0.214973,2.284385
33.550000,-0.220166,2.282373
33.566667,-0.225620,2.280750
33.583333,-0.231357,2.279606
33.600000,-0.237374,2.279023
33.616667,-0.243635,2.279050
33.633333,-0.250074,2.279682
33.650000,-0.256620,2.280870
33.666667,-0.263214,2.282530
33.683333,-0.269815,2.284570
33.700000,-0.276404,2.286907
33.716667,-0.282971,2.289468
33.733333,-0.289518,2.292196
33.750000,-0.296048,2.295045
33.766667,-0.302568,2.297980
33.783333,-0.309085,2.300973
33.800000,-0.315604,2.304001
33.816667,-0.322131,2.307046
33.833333,-0.328672,2.310093
33.850000,-0.335230,2.313129
33.866667,-0.341810,2.316145
33.883333,-0.348415,2.319130
33.900000,-0.355046,2.322077
33.916667,-0.361707,2.324979
33.933333,-0.368398,2.327830
33.950000,-0.375121,2.330624
33.966667,-0.381876,2.333356
33.983333,-0.388664,2.336021
34.000000,-0.395485,2.338614
34.016667,-0.402339,2.341132
34.033333,-0.409225,2.343570
34.050000,-0.416141,2.345924
34.066667,-0.423088,2.348191
34.083333,-0.430064,2.350366
34.100000,-0.437067,2.352446
34.116667,-0.444094,2.354428
34.133333,-0.451144,2.356307
34.150000,-0.458214,2.358081
34.166667,-0.465301,2.359746
34.183333,-0.472403,2.361298
34.200000,-0.479515,2.362734
34.216667,-0.486634,2.364051
34.233333,-0.493756,2.365244
34.250000,-0.500877,2.366311
34.266667,-0.507991,2.367247
34.283333,-0.515095,2.368050
34.300000,-0.522182,2.368716
34.316667,-0.529246,2.369239
34.333333,-0.536282,2.369619
34.350000,-0.543282,2.369850
34.366667,-0.550241,2.369929
34.383333,-0.557150,2.369852
34.400000,-0.564002,2.369615
34.416667,-0.570789,2.369214
34.433333,-0.577501,2.368647
34.450000,-0.584129,2.367908
34.466667,-0.590665,2.366995
34.483333,-0.597096,2.365903
34.500000,-0.603414,2.364629
34.516667,-0.609606,2.363170
34.533333,-0.615661,2.361521
34.550000,-0.621567,2.359681
34.566667,-0.627311,2.357645
34.583333,-0.632879,2.355411
34.600000,-0.638258,2.352977
34.616667,-0.643434,2.350340
34.633333,-0.648394,2.347500
34.650000,-0.653121,2.344455
34.666667,-0.657603,2.341204
34.683333,-0.661823,2.337749
34.700000,-0.665768,2.334090
34.716667,-0.669423,2.330230
34.733333,-0.672776,2.326172
34.750000,-0.675813,2.321921
34.766667,-0.678522,2.317482
34.783333,-0.680894,2.312863
34.800000,-0.682919,2.308070
34.816667,-0.684591,2.303115
34.833333,-0.685902,2.298008
34.850000,-0.686854,2.292760
34.866667,-0.687442,2.287385
34.883333,-0.687671,2.281895
34.900000,-0.687544,2.276306
34.916667,-0.687067,2.270631
34.933333,-0.686248,2.264885
34.950000,-0.685099,2.259083
34.966667,-0.683632,2.253238
34.983333,-0.681859,2.247363
35.000000,-0.679796,2.241472
35.016667,-0.677457,2.235576
35.033333,-0.674858,2.229685
35.050000,-0.672015,2.223809
35.066667,-0.668945,2.217958
35.083333,-0.665661,2.212138
35.100000,-0.662179,2.206356
35.116667,-0.658514,2.200618
35.133333,-0.654681,2.194929
35.150000,-0.650691,2.189293
35.166667,-0.646557,2.183713
35.183333,-0.642292,2.178191
35.200000,-0.637906,2.172730
35.216667,-0.633409,2.167331
35.233333,-0.628811,2.161996
35.250000,-0.624120,2.156724
35.266667,-0.619345,2.151517
35.283333,-0.614494,2.146374
35.300000,-0.609572,2.141294
35.316667,-0.604587,2.136279
35.333333,-0.599545,2.131326
35.350000,-0.594450,2.126435
35.366667,-0.589308,2.121605
35.383333,-0.584124,2.116836
35.400000,-0.578901,2.112126
35.416667,-0.573643,2.107473
35.433333,-0.568355,2.102877
35.450000,-0.563039,2.098336
35.466667,-0.557698,2.093849
35.483333,-0.552335,2.089415
35.500000,-0.546952,2.085031
35.516667,-0.541553,2.080697
35.533333,-0.536139,2.076411
35.550000,-0.530712,2.072171
35.566667,-0.525274,2.067976
35.583333,-0.519826,2.063824
35.600000,-0.514371,2.059713
35.616667,-0.508909,2.055642
35.633333,-0.503443,2.051608
35.650000,-0.497973,2.047610
35.666667,-0.492500,2.043646
35.683333,-0.487026,2.039713
35.700000,-0.481551,2.035810
35.716667,-0.476077,2.031934
35.733333,-0.470605,2.028083
35.750000,-0.465134,2.024253
35.766667,-0.459667,2.020442
35.783333,-0.454204,2.016646
35.800000,-0.448745,2.012862
35.816667,-0.443292,2.009087
35.833333,-0.437845,2.005315
35.850000,-0.432405,2.001542
35.866667,-0.426973,1.997761
35.883333,-0.421550,1.993968
35.900000,-0.416137,1.990154
35.916667,-0.410736,1.986311
35.933333,-0.405348,1.982429
35.950000,-0.399975,1.978497
35.966667,-0.394620,1.974501
35.983333,-0.389287,1.970426
36.000000,-0.383982,1.966251
36.016667,-0.378713,1.961955
36.033333,-0.373489,1.957511
36.050000,-0.368327,1.952890
36.066667,-0.363251,1.948055
36.083333,-0.358294,1.942974
36.100000,-0.353503,1.937615
36.116667,-0.348939,1.931960
36.133333,-0.344676,1.926017
36.150000,-0.340787,1.919826
36.166667,-0.337324,1.913457
36.183333,-0.334302,1.906991
36.200000,-0.331696,1.900499
36.216667,-0.329457,1.894028
36.233333,-0.327524,1.887604
36.250000,-0.325835,1.881233
36.266667,-0.324336,1.874914
36.283333,-0.322982,1.868640
36.300000,-0.321734,1.862400
36.316667,-0.320563,1.856186
36.333333,-0.319443,1.849987
36.350000,-0.318353,1.843795
36.366667,-0.317277,1.837603
36.383333,-0.316201,1.831405
36.400000,-0.315114,1.825194
36.416667,-0.314006,1.818966
36.433333,-0.312868,1.812716
36.450000,-0.311695,1.806442
36.466667,-0.310479,1.800140
36.483333,-0.309217,1.793807
36.500000,-0.307902,1.787441
36.516667,-0.306532,1.781041
36.533333,-0.305103,1.774605
36.550000,-0.303612,1.768131
36.566667,-0.302056,1.761618
36.583333,-0.300433,1.755066
36.600000,-0.298740,1.748473
36.616667,-0.296976,1.741840
36.633333,-0.295138,1.735165
36.650000,-0.293226,1.728449
36.666667,-0.291236,1.721691
36.683333,-0.289169,1.714891
36.700000,-0.287022,1.708050
36.716667,-0.284795,1.701168
36.733333,-0.282485,1.694246
36.750000,-0.280093,1.687283
36.766667,-0.277617,1.680281
36.783333,-0.275056,1.673240
36.800000,-0.272409,1.666161
36.816667,-0.269675,1.659046
36.833333,-0.266854,1.651895
36.850000,-0.263944,1.644711
36.866667,-0.260945,1.637495
36.883333,-0.257858,1.630249
36.900000,-0.254679,1.622974
36.916667,-0.251410,1.615674
36.933333,-0.248049,1.608351
36.950000,-0.244598,1.601008
36.966667,-0.241054,1.593648
36.983333,-0.237419,1.586275
37.000000,-0.233692,1.578894
37.016667,-0.229874,1.571507
37.033333,-0.225965,1.564122
37.050000,-0.221965,1.556742
37.066667,-0.217876,1.549375
37.083333,-0.213698,1.542027
37.100000,-0.209433,1.534705
37.116667,-0.205083,1.527417
37.133333,-0.200650,1.520173
37.150000,-0.196136,1.512983
37.166667,-0.191546,1.505856
37.183333,-0.186882,1.498805
37.200000,-0.182149,1.491842
37.216667,-0.177352,1.484980
37.233333,-0.172497,1.478234
37.250000,-0.167590,1.471618
37.266667,-0.162639,1.465148
37.283333,-0.157652,1.458843
37.300000,-0.152637,1.452717
37.316667,-0.147605,1.446788
37.333333,-0.142565,1.441074
37.350000,-0.137528,1.435592
37.366667,-0.132506,1.430359
37.383333,-0.127510,1.425391
37.400000,-0.122552,1.420701
37.416667,-0.116900,1.415660
37.433333,-0.112062,1.411613
37.450000,-0.107297,1.407882
37.466667,-0.102614,1.404472
37.483333,-0.098024,1.401390
37.500000,-0.093533,1.398635
37.516667,-0.089150,1.396213
37.533333,-0.084879,1.394118
37.550000,-0.080726,1.392349
37.566667,-0.076695,1.390901
37.583333,-0.072787,1.389766
37.600000,-0.069006,1.388939
37.616667,-0.065351,1.388409
37.633333,-0.061822,1.388168
37.650000,-0.058419,1.388206
37.666667,-0.055140,1.388512
37.683333,-0.051984,1.389076
37.700000,-0.048948,1.389887
37.716667,-0.046030,1.390935
37.733333,-0.043226,1.392210
37.750000,-0.040534,1.393699
37.766667,-0.037951,1.395396
37.783333,-0.035473,1.397289
37.800000,-0.033097,1.399368
37.816667,-0.030819,1.401625
37.833333,-0.028636,1.404051
37.850000,-0.026544,1.406637
37.866667,-0.024541,1.409377
37.883333,-0.022623,1.412260
37.900000,-0.020787,1.415282
37.916667,-0.019029,1.418434
37.933333,-0.017347,1.421710
37.950000,-0.015737,1.425104
37.966667,-0.014196,1.428609
37.983333,-0.012723,1.432220
38.000000,-0.011313,1.435930
38.016667,-0.009964,1.439736
38.033333,-0.008674,1.443632
38.050000,-0.007439,1.447612
38.066667,-0.006258,1.451673
38.083333,-0.005127,1.455808
38.100000,-0.004044,1.460016
38.116667,-0.003007,1.464290
38.133333,-0.002014,1.468627
38.150000,-0.001061,1.473024
38.166667,-0.000146,1.477475
38.183333,0.000732,1.481978
38.200000,0.001577,1.486528
38.216667,0.002391,1.491122
38.233333,0.003177,1.495756
38.250000,0.003937,1.500425
38.266667,0.004674,1.505128
38.283333,0.005391,1.509858
38.300000,0.006092,1.514613
38.316667,0.006779,1.519387
38.333333,0.007457,1.524178
38.350000,0.008128,1.528979
38.366667,0.008798,1.533785
38.383333,0.009471,1.538591
38.400000,0.010153,1.543390
38.416667,0.010849,1.548176
38.433333,0.011567,1.552940
38.450000,0.012315,1.557672
38.466667,0.013102,1.562363
38.483333,0.013938,1.566997
38.500000,0.014838,1.571561
38.516667,0.015816,1.576034
38.533333,0.016893,1.580392
38.550000,0.018089,1.584606
38.566667,0.019434,1.588635
38.583333,0.020960,1.592432
38.600000,0.022709,1.595933
38.616667,0.024726,1.599058
38.633333,0.027063,1.601709
38.650000,0.029768,1.603772
38.666667,0.032877,1.605129
38.683333,0.036398,1.605686
38.700000,0.040304,1.605397
38.716667,0.044534,1.604287
38.733333,0.049014,1.602438
38.750000,0.053671,1.599962
38.766667,0.058448,1.596977
38.783333,0.063303,1.593586
38.800000,0.068208,1.589877
38.816667,0.073145,1.585915
38.833333,0.078103,1.581756
38.850000,0.083073,1.577440
38.866667,0.088052,1.573001
38.883333,0.093035,1.568464
38.900000,0.098022,1.563850
38.916667,0.103012,1.559176
38.933333,0.108002,1.554456
38.950000,0.112994,1.549701
38.966667,0.117986,1.544921
38.983333,0.122978,1.540125
39.000000,0.127969,1.535321
39.016667,0.132960,1.530514
39.033333,0.137950,1.525711
39.050000,0.142939,1.520917
39.066667,0.147926,1.516137
39.083333,0.152910,1.511375
39.100000,0.157892,1.506636
39.116667,0.162870,1.501925
39.133333,0.167845,1.497244
39.150000,0.172814,1.492598
39.166667,0.177778,1.487991
39.183333,0.182735,1.483427
39.200000,0.187686,1.478908
39.216667,0.192627,1.474440
39.233333,0.197560,1.470026
39.250000,0.202482,1.465670
39.266667,0.207392,1.461374
39.283333,0.212289,1.457145
39.300000,0.217172,1.452986
39.316667,0.222039,1.448901
39.333333,0.226888,1.444895
39.350000,0.231718,1.440971
39.366667,0.236527,1.437137
39.383333,0.241312,1.433395
39.400000,0.246073,1.429751
39.416667,0.250805,1.426212
39.433333,0.255508,1.422782
39.450000,0.260178,1.419468
39.466667,0.264813,1.416275
39.483333,0.269410,1.413211
39.500000,0.273964,1.410282
39.516667,0.278474,1.407496
39.533333,0.282935,1.404860
39.550000,0.287343,1.402382
39.566667,0.291695,1.400070
39.583333,0.295984,1.397933
39.600000,0.300208,1.395980
39.616667,0.304360,1.394220
39.633333,0.308435,1.392662
39.650000,0.312427,1.391318
39.666667,0.316330,1.390197
39.683333,0.320137,1.389309
39.700000,0.323841,1.388665
39.716667,0.327436,1.388275
39.733333,0.330912,1.388150
39.750000,0.334263,1.388301
39.766667,0.337481,1.388737
39.783333,0.340555,1.389469
39.800000,0.343479,1.390505
39.816667,0.346244,1.391852
39.833333,0.348841,1.393517
39.850000,0.351262,1.395508
39.866667,0.353500,1.397825
39.883333,0.355547,1.400474
39.900000,0.357396,1.403451
39.916667,0.359042,1.406758
39.933333,0.360482,1.410386
39.950000,0.361708,1.414334
39.966667,0.362723,1.418588
39.983333,0.363522,1.423142
40.000000,0.364107,1.427981
40.016667,0.364478,1.433091
40.033333,0.364640,1.438457
40.050000,0.364595,1.444064
40.066667,0.364348,1.449893
40.083333,0.363904,1.455928
40.100000,0.363271,1.462151
40.116667,0.362453,1.468546
40.133333,0.361459,1.475095
40.150000,0.360295,1.481781
40.166667,0.358970,1.488590
40.183333,0.357490,1.495507
40.200000,0.355863,1.502519
40.216667,0.354096,1.509611
40.233333,0.352196,1.516773
40.250000,0.350169,1.523993
40.266667,0.348022,1.531261
40.283333,0.345761,1.538568
40.300000,0.343392,1.545904
40.316667,0.340921,1.553263
40.333333,0.338352,1.560638
40.350000,0.335691,1.568022
40.366667,0.332942,1.575408
40.383333,0.330109,1.582793
40.400000,0.327196,1.590170
40.416667,0.324208,1.597537
40.433333,0.321147,1.604888
40.450000,0.318017,1.612221
40.466667,0.314822,1.619532
40.483333,0.311563,1.626819
40.500000,0.308244,1.634079
40.516667,0.304867,1.641310
40.533333,0.301435,1.648509
40.550000,0.297950,1.655676
40.566667,0.294413,1.662808
40.583333,0.290828,1.669904
40.600000,0.287196,1.676963
40.616667,0.283518,1.683983
40.633333,0.279798,1.690965
40.650000,0.276035,1.697907
40.666667,0.272232,1.704808
40.683333,0.268390,1.711668
40.700000,0.264511,1.718487
40.716667,0.260596,1.725265
40.733333,0.256647,1.732001
40.750000,0.252665,1.738695
40.766667,0.248651,1.745348
40.783333,0.244608,1.751960
40.800000,0.240536,1.758531
40.816667,0.236437,1.765062
40.833333,0.232313,1.771554
40.850000,0.228166,1.778008
40.866667,0.223996,1.784426
40.883333,0.219807,1.790807
40.900000,0.215600,1.797155
40.916667,0.211378,1.803472
40.933333,0.207143,1.809759
40.950000,0.202899,1.816019
40.966667,0.198649,1.822257
40.983333,0.194397,1.828476
41.000000,0.190149,1.834679
41.016667,0.185911,1.840874
41.033333,0.181689,1.847064
41.050000,0.177494,1.853259
41.066667,0.173338,1.859465
41.083333,0.169235,1.865692
41.100000,0.165205,1.871949
41.116667,0.161275,1.878245
41.133333,0.157480,1.884591
41.150000,0.153865,1.890990
41.166667,0.150491,1.897441
41.183333,0.147434,1.903927
41.200000,0.144782,1.910413
41.216667,0.142625,1.916838
41.233333,0.141033,1.923123
41.250000,0.140034,1.929190
41.266667,0.139609,1.934984
41.283333,0.139702,1.940481
41.300000,0.140235,1.945690
41.316667,0.141134,1.950637
41.333333,0.142328,1.955355
41.350000,0.143761,1.959878
41.366667,0.145386,1.964240
41.383333,0.147166,1.968469
41.400000,0.149072,1.972589
41.416667,0.151080,1.976621
41.433333,0.153171,1.980581
41.450000,0.155329,1.984485
41.466667,0.157542,1.988345
41.483333,0.159798,1.992171
41.500000,0.162089,1.995973
41.516667,0.164407,1.999759
41.533333,0.166746,2.003535
41.550000,0.169098,2.007307
41.566667,0.171461,2.011080
41.583333,0.173828,2.014859
41.600000,0.176197,2.018649
41.616667,0.178562,2.022452
41.633333,0.180921,2.026273
41.650000,0.183271,2.030114
41.666667,0.185608,2.033978
41.683333,0.187929,2.037868
41.700000,0.190232,2.041786
41.716667,0.192515,2.045735
41.733333,0.194774,2.049717
41.750000,0.197006,2.053733
41.766667,0.199210,2.057787
41.783333,0.201383,2.061879
41.800000,0.203522,2.066011
41.816667,0.205624,2.070186
41.833333,0.207686,2.074405
41.850000,0.209706,2.078669
41.866667,0.211681,2.082980
41.883333,0.213608,2.087340
41.900000,0.215483,2.091750
41.916667,0.217304,2.096212
41.933333,0.219066,2.100727
41.950000,0.220767,2.105297
41.966667,0.222402,2.109923
41.983333,0.223967,2.114606
42.000000,0.225458,2.119347
42.016667,0.226871,2.124148
42.033333,0.228200,2.129010
42.050000,0.229442,2.133933
42.066667,0.230589,2.138920
42.083333,0.231638,2.143969
42.100000,0.232580,2.149082
42.116667,0.233411,2.154259
42.133333,0.234124,2.159500
42.150000,0.234711,2.164806
42.166667,0.235165,2.170175
42.183333,0.235479,2.175606
42.200000,0.235644,2.181099
42.216667,0.235651,2.186652
42.233333,0.235491,2.192262
42.250000,0.235156,2.197927
42.266667,0.234635,2.203642
42.283333,0.233920,2.209404
42.300000,0.233001,2.215207
42.316667,0.231867,2.221044
42.333333,0.230511,2.226910
42.350000,0.228922,2.232794
42.366667,0.227092,2.238689
42.383333,0.225013,2.244585
42.400000,0.222678,2.250469
42.416667,0.220081,2.256329
42.433333,0.217219,2.262153
42.450000,0.214086,2.267928
42.466667,0.210684,2.273638
42.483333,0.207011,2.279269
42.500000,0.203070,2.284808
42.516667,0.198865,2.290239
42.533333,0.194401,2.295548
42.550000,0.189688,2.300723
42.566667,0.184732,2.305751
42.583333,0.179546,2.310622
42.600000,0.171042,2.317865
42.616667,0.165320,2.322288
42.633333,0.159412,2.326523
42.650000,0.153333,2.330565
42.666667,0.147095,2.334407
42.683333,0.140714,2.338049
42.700000,0.134203,2.341487
42.716667,0.127576,2.344720
42.733333,0.120847,2.347748
42.750000,0.114028,2.350571
42.766667,0.107131,2.353191
42.783333,0.100170,2.355608
42.800000,0.093154,2.357824
42.816667,0.086096,2.359844
42.833333,0.079005,2.361668
42.850000,0.071892,2.363300
42.866667,0.064765,2.364744
42.883333,0.057634,2.366002
42.900000,0.050507,2.367079
42.916667,0.043391,2.367977
42.933333,0.036295,2.368701
42.950000,0.029224,2.369254
42.966667,0.022187,2.369641
42.983333,0.015188,2.369864
43.000000,0.008234,2.369928
43.016667,0.001330,2.369836
43.033333,-0.005520,2.369592
43.050000,-0.012310,2.369201
43.066667,-0.019035,2.368664
43.083333,-0.025693,2.367988
43.100000,-0.032279,2.367174
43.116667,-0.038790,2.366226
43.133333,-0.045224,2.365148
43.150000,-0.051576,2.363944
43.166667,-0.057845,2.362618
43.183333,-0.064029,2.361172
43.200000,-0.070126,2.359610
43.216667,-0.076133,2.357936
43.233333,-0.082051,2.356152
43.250000,-0.087877,2.354264
43.266667,-0.093611,2.352274
43.283333,-0.099253,2.350186
43.300000,-0.104803,2.348003
43.316667,-0.110260,2.345728
43.333333,-0.115625,2.343367
43.350000,-0.120900,2.340922
43.366667,-0.126086,2.338398
43.383333,-0.131184,2.335798
43.400000,-0.136196,2.333128
43.416667,-0.141126,2.330390
43.433333,-0.145976,2.327591
43.450000,-0.150751,2.324736
43.466667,-0.155455,2.321829
43.483333,-0.160094,2.318879
43.500000,-0.164675,2.315891
43.516667,-0.169204,2.312873
43.533333,-0.173693,2.309836
43.550000,-0.178151,2.306789
43.566667,-0.182591,2.303744
43.583333,-0.187030,2.300719
43.600000,-0.191486,2.297730
43.616667,-0.195981,2.294800
43.633333,-0.200543,2.291960
43.650000,-0.205203,2.289244
43.666667,-0.209999,2.286699
43.683333,-0.214973,2.284385
43.700000,-0.220166,2.282373
43.716667,-0.225620,2.280750
43.733333,-0.231357,2.279606
43.750000,-0.237374,2.279023
43.766667,-0.243635,2.279050
43.783333,-0.250074,2.279682
43.800000,-0.256620,2.280870
43.816667,-0.263214,2.282530
43.833333,-0.269815,2.284570
43.850000,-0.276404,2.286907
43.866667,-0.282971,2.289468
43.883333,-0.289518,2.292196
43.900000,-0.296048,2.295045
43.916667,-0.302568,2.297980
43.933333,-0.309085,2.300973
43.950000,-0.315604,2.304001
43.966667,-0.322131,2.307046
43.983333,-0.328672,2.310093
44.000000,-0.335230,2.313129
44.016667,-0.341810,2.316145
44.033333,-0.348415,2.319130
44.050000,-0.355046,2.322077
44.066667,-0.361707,2.324979
44.083333,-0.368398,2.327830
44.100000,-0.375121,2.330624
44.116667,-0.381876,2.333356
44.133333,-0.388664,2.336021
44.150000,-0.395485,2.338614
44.166667,-0.402339,2.341132
44.183333,-0.409225,2.343570
